"","subject","activity","variable","value"
"674",9,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkMeanY",0.00678485848399306
"675",9,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkMeanZ",-0.00102998088194444
"676",9,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkStdevX",-0.578305161360069
"677",9,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkStdevY",-0.678923872274306
"678",9,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkStdevZ",-0.721610094569444
"679",9,"WALKING_UPSTAIRS","meantBodyGyroscopeMeanX",-0.0701318154561458
"680",9,"WALKING_UPSTAIRS","meantBodyGyroscopeMeanY",-0.0729884312991667
"681",9,"WALKING_UPSTAIRS","meantBodyGyroscopeMeanZ",0.109092913237986
"682",9,"WALKING_UPSTAIRS","meantBodyGyroscopeStdevX",-0.676452392569444
"683",9,"WALKING_UPSTAIRS","meantBodyGyroscopeStdevY",-0.670498220701389
"684",9,"WALKING_UPSTAIRS","meantBodyGyroscopeStdevZ",-0.587557692291458
"685",9,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMeanX",-0.0892254930640278
"686",9,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMeanY",-0.0397344421815972
"687",9,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMeanZ",-0.053402884281875
"688",9,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkStdevX",-0.7617108665625
"689",9,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkStdevY",-0.773273878854167
"690",9,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkStdevZ",-0.744656038298611
"691",9,"WALKING_UPSTAIRS","meantBodyAccelerometerMagnitudeMean",-0.505183470509188
"692",9,"WALKING_UPSTAIRS","meantBodyAccelerometerMagnitudeStdev",-0.553038255314792
"693",9,"WALKING_UPSTAIRS","meantGravityAccelerometerMagnitudeMean",-0.505183470509188
"694",9,"WALKING_UPSTAIRS","meantGravityAccelerometerMagnitudeStdev",-0.553038255314792
"695",9,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkMagnitudeMean",-0.621608245092361
"696",9,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkMagnitudeStdev",-0.608862145384722
"697",9,"WALKING_UPSTAIRS","meantBodyGyroscopeMagnitudeMean",-0.550201866572569
"698",9,"WALKING_UPSTAIRS","meantBodyGyroscopeMagnitudeStdev",-0.663198385034722
"699",9,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMagnitudeMean",-0.7629795809375
"700",9,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMagnitudeStdev",-0.786176892048611
"701",9,"WALKING_UPSTAIRS","meanfBodyAccelerometerMeanX",-0.579258404408681
"702",9,"WALKING_UPSTAIRS","meanfBodyAccelerometerMeanY",-0.610267804090278
"703",9,"WALKING_UPSTAIRS","meanfBodyAccelerometerMeanZ",-0.592119122804271
"704",9,"WALKING_UPSTAIRS","meanfBodyAccelerometerStdevX",-0.547995744907986
"705",9,"WALKING_UPSTAIRS","meanfBodyAccelerometerStdevY",-0.586766083232639
"706",9,"WALKING_UPSTAIRS","meanfBodyAccelerometerStdevZ",-0.501074006965903
"707",9,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkMeanX",-0.621377141312847
"708",9,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkMeanY",-0.699766614569444
"709",9,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkMeanZ",-0.702931927996528
"710",9,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkStdevX",-0.572819893733993
"711",9,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkStdevY",-0.679065855003472
"712",9,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkStdevZ",-0.739139922708333
"713",9,"WALKING_UPSTAIRS","meanfBodyGyroscopeMeanX",-0.639863219559028
"714",9,"WALKING_UPSTAIRS","meanfBodyGyroscopeMeanY",-0.683924287600694
"715",9,"WALKING_UPSTAIRS","meanfBodyGyroscopeMeanZ",-0.612680463163889
"716",9,"WALKING_UPSTAIRS","meanfBodyGyroscopeStdevX",-0.690689895534722
"717",9,"WALKING_UPSTAIRS","meanfBodyGyroscopeStdevY",-0.667203220760417
"718",9,"WALKING_UPSTAIRS","meanfBodyGyroscopeStdevZ",-0.619468634127778
"719",9,"WALKING_UPSTAIRS","meanfBodyAccelerometerMagnitudeMean",-0.553186448295139
"720",9,"WALKING_UPSTAIRS","meanfBodyAccelerometerMagnitudeStdev",-0.624456827182986
"721",9,"WALKING_UPSTAIRS","meanfBodyBodyAccelerometerJerkMagnitudeMean",-0.609193721940625
"722",9,"WALKING_UPSTAIRS","meanfBodyBodyAccelerometerJerkMagnitudeStdev",-0.611619343190972
"723",9,"WALKING_UPSTAIRS","meanfBodyBodyGyroscopeMagnitudeMean",-0.700863097986111
"724",9,"WALKING_UPSTAIRS","meanfBodyBodyGyroscopeMagnitudeStdev",-0.697729432621528
"725",9,"WALKING_UPSTAIRS","meanfBodyBodyGyroscopeJerkMagnitudeMean",-0.786473954201389
"726",9,"WALKING_UPSTAIRS","meanfBodyBodyGyroscopeJerkMagnitudeStdev",-0.801296292638889
"727",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMeanX",0.276238831213675
"728",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMeanY",-0.0188857189162821
"729",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMeanZ",-0.112087661002564
"730",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerStdevX",-0.425216183982906
"731",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerStdevY",-0.386704550776068
"732",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerStdevZ",-0.523113372540812
"733",10,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMeanX",0.65835911957265
"734",10,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMeanY",-0.165177771367521
"735",10,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMeanZ",0.0307366662204145
"736",10,"WALKING_DOWNSTAIRS","meantGravityAccelerometerStdevX",-0.964245853333333
"737",10,"WALKING_DOWNSTAIRS","meantGravityAccelerometerStdevY",-0.95273087965812
"738",10,"WALKING_DOWNSTAIRS","meantGravityAccelerometerStdevZ",-0.929729024405983
"739",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMeanX",0.0804000423888889
"740",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMeanY",0.0153774046898718
"741",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMeanZ",-0.0143982101450427
"742",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkStdevX",-0.414395232038462
"743",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkStdevY",-0.431961308787137
"744",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkStdevZ",-0.690604755970085
"745",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMeanX",-0.0144658378235897
"746",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMeanY",-0.0863038250719359
"747",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMeanZ",0.089594378107906
"748",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeStdevX",-0.597873796746581
"749",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeStdevY",-0.492482432210256
"750",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeStdevZ",-0.505981516216239
"751",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMeanX",-0.11062834367265
"752",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMeanY",-0.043380952132265
"753",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMeanZ",-0.0554261378425641
"754",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkStdevX",-0.632669178589744
"755",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkStdevY",-0.713441119059829
"756",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkStdevZ",-0.611026435705128
"757",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMagnitudeMean",-0.384739666615641
"758",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerMagnitudeStdev",-0.44358190387041
"759",10,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMagnitudeMean",-0.384739666615641
"760",10,"WALKING_DOWNSTAIRS","meantGravityAccelerometerMagnitudeStdev",-0.44358190387041
"761",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMagnitudeMean",-0.474897326746876
"762",10,"WALKING_DOWNSTAIRS","meantBodyAccelerometerJerkMagnitudeStdev",-0.416276937898718
"763",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMagnitudeMean",-0.412441627912821
"764",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeMagnitudeStdev",-0.541830959732991
"765",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMagnitudeMean",-0.670402026880342
"766",10,"WALKING_DOWNSTAIRS","meantBodyGyroscopeJerkMagnitudeStdev",-0.714863988119658
"767",10,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMeanX",-0.418694276739316
"768",10,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMeanY",-0.380394009936325
"769",10,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMeanZ",-0.572754894505128
"770",10,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerStdevX",-0.429098457335897
"771",10,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerStdevY",-0.430554427691538
"772",10,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerStdevZ",-0.537241875010256
"773",10,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkMeanX",-0.436761689484615
"774",10,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkMeanY",-0.450402445118248
"775",10,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkMeanZ",-0.654781895967094
"776",10,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkStdevX",-0.444119132470983
"777",10,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkStdevY",-0.451626571504701
"778",10,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerJerkStdevZ",-0.726013573974359
"779",10,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeMeanX",-0.531727937426966
"780",10,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeMeanY",-0.564114631944444
"781",10,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeMeanZ",-0.467504644086325
"782",10,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeStdevX",-0.621040868816239
"783",10,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeStdevY",-0.460535897286325
"784",10,"WALKING_DOWNSTAIRS","meanfBodyGyroscopeStdevZ",-0.565036981154701
"785",10,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMagnitudeMean",-0.407807233704274
"786",10,"WALKING_DOWNSTAIRS","meanfBodyAccelerometerMagnitudeStdev",-0.552739646816667
"787",10,"WALKING_DOWNSTAIRS","meanfBodyBodyAccelerometerJerkMagnitudeMean",-0.398398451363248
"788",10,"WALKING_DOWNSTAIRS","meanfBodyBodyAccelerometerJerkMagnitudeStdev",-0.446280697635769
"789",10,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeMagnitudeMean",-0.585222602952991
"790",10,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeMagnitudeStdev",-0.593770651726496
"791",10,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeJerkMagnitudeMean",-0.713252357820513
"792",10,"WALKING_DOWNSTAIRS","meanfBodyBodyGyroscopeJerkMagnitudeStdev",-0.737951108418803
"793",10,"WALKING_UPSTAIRS","meantBodyAccelerometerMeanX",0.2792260805
"794",10,"WALKING_UPSTAIRS","meantBodyAccelerometerMeanY",-0.0137410699333333
"795",10,"WALKING_UPSTAIRS","meantBodyAccelerometerMeanZ",-0.1082356298
"796",10,"WALKING_UPSTAIRS","meantBodyAccelerometerStdevX",-0.976914667166667
"797",10,"WALKING_UPSTAIRS","meantBodyAccelerometerStdevY",-0.929141091633333
"798",10,"WALKING_UPSTAIRS","meantBodyAccelerometerStdevZ",-0.972264913
"799",10,"WALKING_UPSTAIRS","meantGravityAccelerometerMeanX",0.582637512166667
"800",10,"WALKING_UPSTAIRS","meantGravityAccelerometerMeanY",0.2814715215
"801",10,"WALKING_UPSTAIRS","meantGravityAccelerometerMeanZ",0.1506301434
"802",10,"WALKING_UPSTAIRS","meantGravityAccelerometerStdevX",-0.9719009915
"803",10,"WALKING_UPSTAIRS","meantGravityAccelerometerStdevY",-0.961517524833333
"804",10,"WALKING_UPSTAIRS","meantGravityAccelerometerStdevZ",-0.973718302333333
"805",10,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkMeanX",0.0775130550833333
"806",10,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkMeanY",0.00330831786383333
"807",10,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkMeanZ",0.000510105274833334
"808",10,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkStdevX",-0.977836345
"809",10,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkStdevY",-0.962510329833333
"810",10,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkStdevZ",-0.9852148295
"811",10,"WALKING_UPSTAIRS","meantBodyGyroscopeMeanX",-0.0342448434966667
"812",10,"WALKING_UPSTAIRS","meantBodyGyroscopeMeanY",-0.078152882769
"813",10,"WALKING_UPSTAIRS","meantBodyGyroscopeMeanZ",0.0966117812
"814",10,"WALKING_UPSTAIRS","meantBodyGyroscopeStdevX",-0.970429545833333
"815",10,"WALKING_UPSTAIRS","meantBodyGyroscopeStdevY",-0.976850974833333
"816",10,"WALKING_UPSTAIRS","meantBodyGyroscopeStdevZ",-0.957569497
"817",10,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMeanX",-0.0984885261
"818",10,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMeanY",-0.0386820786833333
"819",10,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMeanZ",-0.0560434883966667
"820",10,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkStdevX",-0.978483352166667
"821",10,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkStdevY",-0.983924353
"822",10,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkStdevZ",-0.982318139166667
"823",10,"WALKING_UPSTAIRS","meantBodyAccelerometerMagnitudeMean",-0.9617663145
"824",10,"WALKING_UPSTAIRS","meantBodyAccelerometerMagnitudeStdev",-0.942239747
"825",10,"WALKING_UPSTAIRS","meantGravityAccelerometerMagnitudeMean",-0.9617663145
"826",10,"WALKING_UPSTAIRS","meantGravityAccelerometerMagnitudeStdev",-0.942239747
"827",10,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkMagnitudeMean",-0.978933889
"828",10,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkMagnitudeStdev",-0.970288294833333
"829",10,"WALKING_UPSTAIRS","meantBodyGyroscopeMagnitudeMean",-0.948394682666667
"830",10,"WALKING_UPSTAIRS","meantBodyGyroscopeMagnitudeStdev",-0.946460267166667
"831",10,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMagnitudeMean",-0.984314541333333
"832",10,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMagnitudeStdev",-0.979257408333333
"833",10,"WALKING_UPSTAIRS","meanfBodyAccelerometerMeanX",-0.975310696833333
"834",10,"WALKING_UPSTAIRS","meanfBodyAccelerometerMeanY",-0.940255585
"835",10,"WALKING_UPSTAIRS","meanfBodyAccelerometerMeanZ",-0.976061050166667
"836",10,"WALKING_UPSTAIRS","meanfBodyAccelerometerStdevX",-0.978249844833333
"837",10,"WALKING_UPSTAIRS","meanfBodyAccelerometerStdevY",-0.928300078783333
"838",10,"WALKING_UPSTAIRS","meanfBodyAccelerometerStdevZ",-0.971528370666667
"839",10,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkMeanX",-0.978120306166667
"840",10,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkMeanY",-0.9634427765
"841",10,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkMeanZ",-0.9826301395
"842",10,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkStdevX",-0.979612429166667
"843",10,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkStdevY",-0.964387826
"844",10,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkStdevZ",-0.9864711005
"845",10,"WALKING_UPSTAIRS","meanfBodyGyroscopeMeanX",-0.9661191675
"846",10,"WALKING_UPSTAIRS","meanfBodyGyroscopeMeanY",-0.976870853
"847",10,"WALKING_UPSTAIRS","meanfBodyGyroscopeMeanZ",-0.9572695305
"848",10,"WALKING_UPSTAIRS","meanfBodyGyroscopeStdevX",-0.971946495
"849",10,"WALKING_UPSTAIRS","meanfBodyGyroscopeStdevY",-0.977034021833333
"850",10,"WALKING_UPSTAIRS","meanfBodyGyroscopeStdevZ",-0.961499603833333
"851",10,"WALKING_UPSTAIRS","meanfBodyAccelerometerMagnitudeMean",-0.951348618666667
"852",10,"WALKING_UPSTAIRS","meanfBodyAccelerometerMagnitudeStdev",-0.946976321166667
"853",10,"WALKING_UPSTAIRS","meanfBodyBodyAccelerometerJerkMagnitudeMean",-0.970436012833333
"854",10,"WALKING_UPSTAIRS","meanfBodyBodyAccelerometerJerkMagnitudeStdev",-0.969339341333333
"855",10,"WALKING_UPSTAIRS","meanfBodyBodyGyroscopeMagnitudeMean",-0.958964957333333
"856",10,"WALKING_UPSTAIRS","meanfBodyBodyGyroscopeMagnitudeStdev",-0.94776606
"857",10,"WALKING_UPSTAIRS","meanfBodyBodyGyroscopeJerkMagnitudeMean",-0.980438270333333
"858",10,"WALKING_UPSTAIRS","meanfBodyBodyGyroscopeJerkMagnitudeStdev",-0.978997537333333
"859",11,"WALKING_UPSTAIRS","meantBodyAccelerometerMeanX",0.27658531139557
"860",11,"WALKING_UPSTAIRS","meantBodyAccelerometerMeanY",-0.0191272531933228
"861",11,"WALKING_UPSTAIRS","meantBodyAccelerometerMeanZ",-0.108941761642405
"862",11,"WALKING_UPSTAIRS","meantBodyAccelerometerStdevX",-0.58947649779557
"863",11,"WALKING_UPSTAIRS","meantBodyAccelerometerStdevY",-0.490379346996835
"864",11,"WALKING_UPSTAIRS","meantBodyAccelerometerStdevZ",-0.665324314227848
"865",11,"WALKING_UPSTAIRS","meantGravityAccelerometerMeanX",0.730526184936709
"866",11,"WALKING_UPSTAIRS","meantGravityAccelerometerMeanY",0.0527387028613924
"867",11,"WALKING_UPSTAIRS","meantGravityAccelerometerMeanZ",0.140209861246835
"868",11,"WALKING_UPSTAIRS","meantGravityAccelerometerStdevX",-0.975394457689873
"869",11,"WALKING_UPSTAIRS","meantGravityAccelerometerStdevY",-0.957138770727848
"870",11,"WALKING_UPSTAIRS","meantGravityAccelerometerStdevZ",-0.956812000411392
"871",11,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkMeanX",0.0830134540658228
"872",11,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkMeanY",0.0078044254343038
"873",11,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkMeanZ",-0.00657424975259494
"874",11,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkStdevX",-0.659323083055063
"875",11,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkStdevY",-0.608784226719937
"876",11,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkStdevZ",-0.842511816044304
"877",11,"WALKING_UPSTAIRS","meantBodyGyroscopeMeanX",-0.0547328440272468
"878",11,"WALKING_UPSTAIRS","meantBodyGyroscopeMeanY",-0.0582275770813291
"879",11,"WALKING_UPSTAIRS","meantBodyGyroscopeMeanZ",0.087284109682356
"880",11,"WALKING_UPSTAIRS","meantBodyGyroscopeStdevX",-0.739922126628797
"881",11,"WALKING_UPSTAIRS","meantBodyGyroscopeStdevY",-0.703501766487342
"882",11,"WALKING_UPSTAIRS","meantBodyGyroscopeStdevZ",-0.725016008797468
"883",11,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMeanX",-0.0805473309873418
"884",11,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMeanY",-0.0493914065474684
"885",11,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMeanZ",-0.0480140167267405
"886",11,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkStdevX",-0.781738140601266
"887",11,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkStdevY",-0.868377254082279
"888",11,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkStdevZ",-0.795490882468354
"889",11,"WALKING_UPSTAIRS","meantBodyAccelerometerMagnitudeMean",-0.542825032813608
"890",11,"WALKING_UPSTAIRS","meantBodyAccelerometerMagnitudeStdev",-0.612882270912658
"891",11,"WALKING_UPSTAIRS","meantGravityAccelerometerMagnitudeMean",-0.542825032813608
"892",11,"WALKING_UPSTAIRS","meantGravityAccelerometerMagnitudeStdev",-0.612882270912658
"893",11,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkMagnitudeMean",-0.679819504547468
"894",11,"WALKING_UPSTAIRS","meantBodyAccelerometerJerkMagnitudeStdev",-0.664241760370253
"895",11,"WALKING_UPSTAIRS","meantBodyGyroscopeMagnitudeMean",-0.628367851066456
"896",11,"WALKING_UPSTAIRS","meantBodyGyroscopeMagnitudeStdev",-0.696771378957911
"897",11,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMagnitudeMean",-0.826829028481013
"898",11,"WALKING_UPSTAIRS","meantBodyGyroscopeJerkMagnitudeStdev",-0.866905012626582
"899",11,"WALKING_UPSTAIRS","meanfBodyAccelerometerMeanX",-0.619524028324684
"900",11,"WALKING_UPSTAIRS","meanfBodyAccelerometerMeanY",-0.531455265662532
"901",11,"WALKING_UPSTAIRS","meanfBodyAccelerometerMeanZ",-0.750026145791139
"902",11,"WALKING_UPSTAIRS","meanfBodyAccelerometerStdevX",-0.579491754749367
"903",11,"WALKING_UPSTAIRS","meanfBodyAccelerometerStdevY",-0.502570240243354
"904",11,"WALKING_UPSTAIRS","meanfBodyAccelerometerStdevZ",-0.652095671108544
"905",11,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkMeanX",-0.676672987166456
"906",11,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkMeanY",-0.632374688606013
"907",11,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkMeanZ",-0.825559590221519
"908",11,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkStdevX",-0.672195644346519
"909",11,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkStdevY",-0.609444998247785
"910",11,"WALKING_UPSTAIRS","meanfBodyAccelerometerJerkStdevZ",-0.858259630601266
"911",11,"WALKING_UPSTAIRS","meanfBodyGyroscopeMeanX",-0.709949332117089
"912",11,"WALKING_UPSTAIRS","meanfBodyGyroscopeMeanY",-0.776852868955696
"913",11,"WALKING_UPSTAIRS","meanfBodyGyroscopeMeanZ",-0.708842979272152
"914",11,"WALKING_UPSTAIRS","meanfBodyGyroscopeStdevX",-0.751758277167721
"915",11,"WALKING_UPSTAIRS","meanfBodyGyroscopeStdevY",-0.670892713066772
"916",11,"WALKING_UPSTAIRS","meanfBodyGyroscopeStdevZ",-0.75596062835443
"917",11,"WALKING_UPSTAIRS","meanfBodyAccelerometerMagnitudeMean",-0.611528074359177
"918",11,"WALKING_UPSTAIRS","meanfBodyAccelerometerMagnitudeStdev",-0.674470159009494
"919",11,"WALKING_UPSTAIRS","meanfBodyBodyAccelerometerJerkMagnitudeMean",-0.656133473274684
"920",11,"WALKING_UPSTAIRS","meanfBodyBodyAccelerometerJerkMagnitudeStdev",-0.676925075857595
"921",11,"WALKING_UPSTAIRS","meanfBodyBodyGyroscopeMagnitudeMean",-0.757585939588608
"922",11,"WALKING_UPSTAIRS","meanfBodyBodyGyroscopeMagnitudeStdev",-0.711267219682278
"923",11,"WALKING_UPSTAIRS","meanfBodyBodyGyroscopeJerkMagnitudeMean",-0.864827011392405
"924",11,"WALKING_UPSTAIRS","meanfBodyBodyGyroscopeJerkMagnitudeStdev",-0.879254016740506
"925",12,"SITTING","meantBodyAccelerometerMeanX",0.275639357761194
"926",12,"SITTING","meantBodyAccelerometerMeanY",-0.0184861388459702
"927",12,"SITTING","meantBodyAccelerometerMeanZ",-0.107917262447761
"928",12,"SITTING","meantBodyAccelerometerStdevX",-0.508665196767164
"929",12,"SITTING","meantBodyAccelerometerStdevY",-0.401357613464179
"930",12,"SITTING","meantBodyAccelerometerStdevZ",-0.722443639029851
"931",12,"SITTING","meantGravityAccelerometerMeanX",0.629964778955224
"932",12,"SITTING","meantGravityAccelerometerMeanY",0.112652596558955
"933",12,"SITTING","meantGravityAccelerometerMeanZ",-0.0494520137037313
"934",12,"SITTING","meantGravityAccelerometerStdevX",-0.973039656865672
"935",12,"SITTING","meantGravityAccelerometerStdevY",-0.961684570149254
"936",12,"SITTING","meantGravityAccelerometerStdevZ",-0.956887170522388
"937",12,"SITTING","meantBodyAccelerometerJerkMeanX",0.0572366455208955
"938",12,"SITTING","meantBodyAccelerometerJerkMeanY",0.010632586489403
"939",12,"SITTING","meantBodyAccelerometerJerkMeanZ",0.0155338481445373
"940",12,"SITTING","meantBodyAccelerometerJerkStdevX",-0.487513853589552
"941",12,"SITTING","meantBodyAccelerometerJerkStdevY",-0.441798499370224
"942",12,"SITTING","meantBodyAccelerometerJerkStdevZ",-0.813044700746269
"943",12,"SITTING","meantBodyGyroscopeMeanX",-0.0702784362985075
"944",12,"SITTING","meantBodyGyroscopeMeanY",-0.0422418424895522
"945",12,"SITTING","meantBodyGyroscopeMeanZ",0.089311570049403
"946",12,"SITTING","meantBodyGyroscopeStdevX",-0.677307561997761
"947",12,"SITTING","meantBodyGyroscopeStdevY",-0.680398804104478
"948",12,"SITTING","meantBodyGyroscopeStdevZ",-0.699245741395522
"949",12,"SITTING","meantBodyGyroscopeJerkMeanX",-0.0726924262059701
"950",12,"SITTING","meantBodyGyroscopeJerkMeanY",-0.0457374795179104
"951",12,"SITTING","meantBodyGyroscopeJerkMeanZ",-0.0515110922703731
"952",12,"SITTING","meantBodyGyroscopeJerkStdevX",-0.623189590291045
"953",12,"SITTING","meantBodyGyroscopeJerkStdevY",-0.786312781716418
"954",12,"SITTING","meantBodyGyroscopeJerkStdevZ",-0.71311417830597
"955",12,"SITTING","meantBodyAccelerometerMagnitudeMean",-0.485419876919403
"956",12,"SITTING","meantBodyAccelerometerMagnitudeStdev",-0.509050737147015
"957",12,"SITTING","meantGravityAccelerometerMagnitudeMean",-0.485419876919403
"958",12,"SITTING","meantGravityAccelerometerMagnitudeStdev",-0.509050737147015
"959",12,"SITTING","meantBodyAccelerometerJerkMagnitudeMean",-0.553813266144776
"960",12,"SITTING","meantBodyAccelerometerJerkMagnitudeStdev",-0.468462139639552
"961",12,"SITTING","meantBodyGyroscopeMagnitudeMean",-0.585957269414925
"962",12,"SITTING","meantBodyGyroscopeMagnitudeStdev",-0.641774640228657
"963",12,"SITTING","meantBodyGyroscopeJerkMagnitudeMean",-0.735015701865672
"964",12,"SITTING","meantBodyGyroscopeJerkMagnitudeStdev",-0.742760839925373
"965",12,"SITTING","meanfBodyAccelerometerMeanX",-0.498119157841045
"966",12,"SITTING","meanfBodyAccelerometerMeanY",-0.392694131024627
"967",12,"SITTING","meanfBodyAccelerometerMeanZ",-0.75610207
"968",12,"SITTING","meanfBodyAccelerometerStdevX",-0.514152324191791
